Order_ID,Order_Date,Customer_ID,Restaurant_ID,Region,Delivery_Partner_ID,Order_Value,Delivery_Fee,Discount_Applied,Final_Amount,Payment_Mode,Order_Status,Delivery_Time_Minutes,Order_Rating,Festival_Flag
O121955,20-11-2024,C03349,R523,Semi-Urban,D0501,411,30,20,421,UPI,Delivered,32,2,1
O121957,10-12-2025,C21572,R323,Metropolitan,D0901,677,40,0,717,UPI,Delivered,36,4,1
O121958,06-06-2024,C20321,R339,Metropolitan,D0934,375,40,100,315,Wallet,Delivered,26,3,0
O121965,03-05-2025,C06148,R136,Semi-Urban,D0276,377,40,0,417,Card,Delivered,32,5,0
O121966,16-12-2024,C11681,R375,Metropolitan,D0486,260,45,0,305,UPI,Delivered,47,4,1
O121984,03-07-2024,C01454,R341,Urban,D0394,862,35,0,897,Card,Delivered,33,4,1
O121989,25-04-2024,C06077,R485,Semi-Urban,D0412,482,30,75,437,Card,Delivered,35,4,0
O121994,13-06-2025,C00631,R518,Urban,D0645,371,30,0,401,UPI,Delivered,29,3,0
O121998,19-09-2024,C01343,R288,Metropolitan,D1081,655,35,0,690,Card,Delivered,29,5,0
O122003,01-06-2023,C04649,R427,Urban,D1011,510,30,0,540,UPI,Delivered,36,3,0
O122007,05-09-2023,C19847,R115,Metropolitan,D0541,351,30,0,381,UPI,Delivered,30,5,0
O122012,05-04-2025,C03349,R426,Semi-Urban,D0614,635,30,0,665,Card,Returned,31,5,0
O122019,05-08-2024,C15102,R345,Metropolitan,D0838,663,30,0,693,Wallet,Returned,34,5,1
O122022,13-05-2025,C04652,R154,Semi-Urban,D0664,442,35,0,477,Card,Delivered,35,4,0
O122028,04-12-2023,C21396,R122,Metropolitan,D0736,463,30,0,493,Cash,Delivered,39,4,1
O122029,10-09-2025,C02772,R164,Semi-Urban,D0432,674,50,0,724,Card,Cancelled,38,5,0
O122036,26-11-2024,C08004,R017,Urban,D0169,487,35,0,522,UPI,Delivered,37,5,1
O122039,24-12-2023,C00999,R316,Semi-Urban,D0716,723,35,0,758,UPI,Delivered,31,4,1
O122043,01-08-2024,C03035,R013,Urban,D0204,591,50,0,641,Card,Delivered,33,4,1
O122063,06-01-2023,C20151,R363,Metropolitan,D1026,569,30,0,599,Card,Delivered,34,4,0
O122083,18-01-2025,C17413,R472,Urban,D0083,535,30,0,565,Wallet,Cancelled,31,3,0
O122086,01-02-2023,C03221,R506,Urban,D0848,526,45,30,541,Card,Delivered,45,5,0
O122090,19-05-2025,C02821,R372,Semi-Urban,D0276,588,30,0,618,UPI,Delivered,34,4,0
O122118,19-12-2024,C02667,R406,Metropolitan,D0802,482,50,0,532,Cash,Delivered,41,4,1
O122128,05-03-2025,C04715,R414,Urban,D0272,449,35,150,334,Wallet,Delivered,39,5,1
O122153,21-08-2023,C04744,R407,Semi-Urban,D0009,720,40,100,660,Wallet,Delivered,47,3,1
O122156,29-01-2024,C17045,R351,Urban,D0085,295,30,0,325,UPI,Delivered,25,4,0
O122180,05-08-2023,C09862,R056,Metropolitan,D0290,373,30,0,403,UPI,Cancelled,39,5,1
O122181,23-07-2023,C06432,R392,Semi-Urban,D0219,445,40,0,485,UPI,Returned,38,2,1
O122186,21-06-2025,C04921,R131,Semi-Urban,D0501,200,35,150,85,UPI,Delivered,35,5,0
O122187,26-03-2025,C18816,R519,Metropolitan,D0255,206,35,0,241,Cash,Delivered,39,2,1
O122197,29-06-2023,C02053,R041,Semi-Urban,D0698,312,50,0,362,UPI,Delivered,32,2,0
O122206,06-12-2024,C05156,R117,Semi-Urban,D0676,616,35,0,651,UPI,Delivered,40,5,1
O122209,12-10-2024,C08394,R352,Urban,D0228,530,35,0,565,Card,Delivered,39,4,1
O122210,02-06-2024,C04400,R447,Metropolitan,D0514,364,40,0,404,Cash,Delivered,41,3,0
O122223,05-12-2024,C07435,R535,Urban,D0394,649,40,20,669,UPI,Delivered,32,4,1
O122227,24-06-2023,C19233,R258,Metropolitan,D0923,514,40,0,554,UPI,Delivered,35,5,0
O122235,06-01-2023,C05524,R303,Semi-Urban,D0698,425,30,0,455,Wallet,Delivered,41,5,0
O122243,11-03-2023,C07132,R208,Urban,D0910,585,30,0,615,Card,Delivered,28,4,1
O122245,11-11-2025,C03295,R543,Urban,D0058,772,30,0,802,Cash,Delivered,35,4,1
O122254,12-02-2024,C18189,R225,Metropolitan,D0976,901,35,0,936,UPI,Delivered,40,4,0
O122258,20-03-2023,C05458,R515,Semi-Urban,D0044,317,30,30,317,UPI,Delivered,33,4,1
O122297,30-11-2025,C03113,R305,Semi-Urban,D0745,269,35,0,304,Cash,Delivered,37,4,1
O122305,29-03-2024,C01217,R107,Semi-Urban,D0186,600,40,0,640,UPI,Delivered,38,5,1
O122310,11-04-2024,C15714,R249,Metropolitan,D0264,705,50,50,705,UPI,Delivered,34,5,0
O122326,18-04-2024,C01561,R377,Metropolitan,D0660,287,35,0,322,UPI,Delivered,43,5,0
O122327,07-11-2023,C04717,R472,Urban,D1011,624,40,0,664,UPI,Delivered,42,2,1
O122332,20-07-2025,C15405,R497,Metropolitan,D0187,667,35,100,602,UPI,Delivered,42,5,1
O122337,21-05-2023,C03574,R234,Semi-Urban,D0462,719,30,150,599,Card,Delivered,33,5,0
O122343,24-09-2023,C04744,R398,Semi-Urban,D0565,304,30,75,259,UPI,Delivered,38,3,0
O122364,26-02-2025,C05538,R425,Metropolitan,D0079,368,35,0,403,Wallet,Delivered,33,4,0
O122379,01-12-2025,C04945,R131,Semi-Urban,D0412,653,50,0,703,Wallet,Delivered,36,5,1
O122392,17-09-2023,C21404,R404,Metropolitan,D0042,328,45,50,323,UPI,Delivered,49,2,0
O122394,03-12-2023,C05421,R004,Urban,D1060,514,35,0,549,UPI,Delivered,27,5,1
O122398,27-05-2024,C02005,R068,Semi-Urban,D1089,552,30,75,507,UPI,Delivered,41,4,0
O122419,11-08-2024,C12134,R313,Urban,D0773,672,30,0,702,Wallet,Delivered,31,4,1
O122427,10-05-2023,C02649,R468,Semi-Urban,D0492,570,30,0,600,UPI,Delivered,34,2,0
O122449,13-02-2023,C19260,R277,Metropolitan,D0826,603,30,50,583,UPI,Delivered,31,3,0
O122452,07-07-2024,C13965,R425,Metropolitan,D0212,641,40,150,531,UPI,Delivered,35,4,1
O122456,23-04-2023,C00265,R106,Urban,D0835,605,30,0,635,UPI,Delivered,43,4,0
O122459,10-08-2023,C00075,R041,Semi-Urban,D0412,572,40,0,612,Card,Delivered,39,4,1
O122463,17-06-2023,C12639,R292,Metropolitan,D1058,616,40,0,656,UPI,Delivered,35,5,0
O122473,30-06-2024,C20383,R251,Metropolitan,D0506,275,30,0,305,Card,Delivered,39,5,0
O122485,25-07-2025,C05453,R206,Semi-Urban,D0656,339,40,0,379,Wallet,Delivered,38,4,1
O122487,22-02-2023,C20513,R056,Metropolitan,D0130,713,35,20,728,UPI,Delivered,31,5,0
O122488,27-03-2024,C05458,R061,Semi-Urban,D0854,511,50,0,561,UPI,Delivered,36,2,1
O122489,31-10-2023,C01330,R305,Semi-Urban,D1084,524,35,0,559,Card,Delivered,30,5,1
O122511,04-04-2023,C04161,R117,Semi-Urban,D1048,354,30,0,384,UPI,Delivered,30,4,0
O122521,21-11-2024,C15240,R455,Urban,D0746,767,30,0,797,Wallet,Delivered,30,2,1
O122526,28-10-2023,C01885,R117,Semi-Urban,D0432,431,35,150,316,Wallet,Delivered,31,5,1
O122547,13-05-2025,C04088,R512,Urban,D0087,321,35,0,356,Cash,Delivered,34,5,0
O122554,18-03-2023,C06116,R044,Metropolitan,D0915,712,40,0,752,UPI,Delivered,42,5,1
O122555,15-11-2025,C07035,R512,Urban,D0237,846,40,75,811,UPI,Delivered,30,5,1
O122556,21-06-2024,C09011,R385,Urban,D0638,421,35,100,356,Card,Delivered,38,5,0
O122564,08-01-2025,C15877,R137,Metropolitan,D0990,968,40,75,933,Card,Delivered,33,5,0
O122567,30-04-2023,C04657,R497,Metropolitan,D1037,432,35,0,467,UPI,Delivered,29,3,0
O122574,02-12-2023,C04050,R066,Metropolitan,D0889,612,35,150,497,UPI,Delivered,30,5,1
O122593,19-12-2025,C08961,R301,Urban,D0534,396,35,0,431,Cash,Delivered,44,3,1
O122594,27-05-2023,C10415,R174,Urban,D0269,357,35,0,392,UPI,Returned,40,4,0
O122598,28-05-2024,C02161,R106,Urban,D0939,658,30,50,638,UPI,Cancelled,34,5,0
O122608,08-08-2025,C08943,R545,Urban,D1014,908,35,50,893,Card,Returned,37,5,1
O122617,10-10-2023,C06454,R255,Metropolitan,D0766,241,40,0,281,UPI,Delivered,40,3,1
O122651,04-01-2025,C01939,R041,Semi-Urban,D1084,573,40,0,613,Card,Delivered,36,4,0
O122652,02-11-2023,C05626,R007,Semi-Urban,D0463,588,40,0,628,UPI,Delivered,31,4,1
O122654,13-04-2024,C21548,R188,Metropolitan,D0364,861,40,0,901,UPI,Cancelled,38,3,0
O122665,13-04-2024,C08704,R397,Urban,D0210,514,30,0,544,UPI,Delivered,28,5,0
O122673,22-08-2025,C01843,R009,Metropolitan,D0212,607,35,0,642,Cash,Delivered,36,4,1
O122684,15-06-2025,C16394,R166,Urban,D0632,305,40,0,345,UPI,Delivered,36,4,0
O122690,10-10-2023,C17260,R275,Urban,D0855,229,35,0,264,UPI,Delivered,35,4,1
O122713,29-05-2023,C04237,R102,Urban,D0359,561,35,75,521,Card,Delivered,40,4,0
O122748,27-12-2025,C13641,R334,Metropolitan,D1080,415,40,150,305,Card,Delivered,32,4,1
O122753,17-02-2024,C05156,R305,Semi-Urban,D0698,448,35,0,483,UPI,Delivered,49,5,0
O122761,12-05-2024,C01898,R436,Urban,D0684,425,40,0,465,UPI,Delivered,36,3,0
O122793,17-04-2025,C03475,R407,Semi-Urban,D0743,602,35,0,637,UPI,Delivered,30,4,0
O122802,25-10-2025,C00770,R467,Semi-Urban,D0854,813,40,0,853,Card,Delivered,39,4,1
O122803,03-10-2023,C06547,R498,Urban,D0720,591,40,0,631,Card,Delivered,41,4,1
O122845,25-03-2024,C13428,R223,Metropolitan,D0030,661,35,75,621,Card,Delivered,39,4,1
O122853,24-10-2025,C21168,R029,Metropolitan,D0597,328,30,0,358,UPI,Delivered,31,4,1
O122854,27-05-2023,C08824,R382,Metropolitan,D0476,542,40,20,562,UPI,Delivered,36,5,0
O122868,27-10-2023,C01591,R257,Semi-Urban,D0432,604,40,0,644,Card,Delivered,35,3,1
O122901,22-04-2023,C09643,R366,Metropolitan,D0867,855,40,0,895,UPI,Delivered,25,4,0
O122915,26-07-2024,C02552,R494,Semi-Urban,D0831,487,50,0,537,UPI,Delivered,30,5,1
O122924,08-09-2023,C13292,R160,Urban,D0220,487,50,50,487,Wallet,Delivered,36,5,0
O122946,04-10-2025,C00972,R022,Urban,D0754,671,30,0,701,UPI,Delivered,33,4,1
O122947,30-05-2024,C08096,R439,Metropolitan,D0533,200,35,0,235,UPI,Delivered,27,5,0
O122948,03-07-2024,C11112,R490,Metropolitan,D0641,202,30,75,157,Card,Delivered,35,4,1
O122949,17-04-2023,C04998,R181,Semi-Urban,D0462,370,30,30,370,UPI,Delivered,37,3,0
O122953,11-10-2024,C16715,R056,Metropolitan,D0174,813,35,0,848,UPI,Delivered,46,4,1
O122966,29-02-2024,C01400,R031,Semi-Urban,D0831,566,40,0,606,UPI,Delivered,45,5,0
O122967,21-08-2024,C07670,R010,Urban,D0248,484,40,50,474,Card,Delivered,35,5,1
O122978,07-06-2025,C05548,R257,Semi-Urban,D0880,578,30,100,508,UPI,Delivered,34,4,0
O122986,17-04-2024,C07101,R246,Metropolitan,D0834,671,30,20,681,Wallet,Delivered,35,4,0
O122987,02-05-2023,C05543,R267,Urban,D0687,444,35,30,449,UPI,Delivered,32,4,0
O122991,19-01-2025,C14845,R324,Metropolitan,D0718,695,30,20,705,Cash,Delivered,40,4,0
O122995,22-01-2023,C08753,R124,Metropolitan,D0585,350,35,0,385,UPI,Delivered,33,4,0
O123001,30-11-2024,C02905,R112,Urban,D0043,659,30,0,689,UPI,Delivered,33,3,1
O123003,15-11-2025,C01881,R329,Metropolitan,D0162,675,40,100,615,UPI,Delivered,26,5,1
O123007,06-07-2024,C13553,R493,Urban,D0024,568,50,0,618,UPI,Delivered,36,5,1
O123020,21-06-2024,C08100,R080,Urban,D0798,435,30,0,465,UPI,Delivered,36,5,0
O123021,28-03-2024,C04210,R295,Metropolitan,D0335,674,50,100,624,UPI,Delivered,40,3,1
O123025,03-02-2024,C03417,R384,Urban,D0848,734,40,0,774,UPI,Delivered,36,5,0
O123031,24-09-2024,C17800,R334,Metropolitan,D1033,392,30,75,347,Wallet,Delivered,29,4,0
O123056,14-04-2025,C18603,R285,Metropolitan,D0703,433,40,0,473,Wallet,Cancelled,26,5,0
O123065,06-06-2023,C05047,R312,Semi-Urban,D0180,419,30,0,449,Wallet,Delivered,33,4,0
O123072,17-06-2024,C16379,R531,Urban,D0349,690,50,20,720,Cash,Delivered,28,4,0
O123087,01-08-2023,C00181,R407,Semi-Urban,D0501,515,30,0,545,UPI,Delivered,31,4,1
O123093,14-05-2025,C05548,R093,Semi-Urban,D0268,556,35,0,591,Cash,Delivered,33,4,0
O123097,16-09-2025,C05208,R529,Urban,D0157,296,30,0,326,Card,Delivered,28,3,0
O123113,09-07-2023,C06195,R007,Semi-Urban,D0039,487,35,75,447,Card,Delivered,31,4,1
O123119,22-06-2023,C08585,R119,Metropolitan,D1074,361,30,0,391,Card,Delivered,44,4,0
O123126,23-06-2025,C02192,R472,Urban,D0704,329,50,0,379,UPI,Delivered,36,4,0
O123128,08-01-2025,C15582,R408,Metropolitan,D0506,670,35,0,705,Card,Delivered,42,4,0
O123147,17-11-2024,C03385,R111,Urban,D0394,697,40,0,737,Card,Delivered,33,5,1
O123154,15-12-2025,C02053,R117,Semi-Urban,D0664,507,50,0,557,Card,Delivered,36,5,1
O123156,23-02-2024,C17785,R115,Metropolitan,D0830,745,35,0,780,UPI,Delivered,28,4,0
O123165,04-03-2025,C02649,R131,Semi-Urban,D0664,757,30,0,787,Card,Cancelled,42,4,1
O123189,27-02-2023,C05894,R117,Semi-Urban,D0424,517,50,0,567,UPI,Delivered,37,3,0
O123199,08-10-2023,C14261,R174,Urban,D0379,734,30,100,664,Cash,Delivered,29,4,1
O123212,04-09-2024,C15121,R370,Metropolitan,D0896,473,40,0,513,UPI,Delivered,30,4,0
O123214,24-03-2023,C03028,R527,Urban,D1017,606,35,0,641,UPI,Delivered,35,3,1
O123246,16-06-2025,C18553,R036,Metropolitan,D0072,513,40,50,503,UPI,Delivered,33,5,0
O123250,07-11-2023,C02777,R314,Urban,D0778,455,40,0,495,Card,Delivered,25,4,1
O123287,29-06-2025,C06095,R508,Urban,D0560,383,50,0,433,Cash,Delivered,41,4,0
O123290,24-08-2023,C08272,R228,Urban,D0636,559,35,0,594,Wallet,Delivered,39,4,1
O123309,17-01-2023,C13798,R443,Urban,D0734,440,30,0,470,Wallet,Delivered,39,2,0
O123310,19-01-2023,C11698,R273,Urban,D0041,410,50,0,460,Card,Delivered,35,4,0
O123322,12-12-2025,C09511,R341,Urban,D0717,763,30,150,643,Card,Delivered,31,4,1
O123326,23-06-2025,C09765,R346,Urban,D0679,431,35,75,391,UPI,Delivered,46,4,0
O123334,17-09-2025,C00794,R424,Urban,D0655,490,35,0,525,UPI,Delivered,38,4,0
O123339,29-05-2024,C01110,R234,Semi-Urban,D0613,459,35,0,494,UPI,Delivered,38,2,0
O123341,01-04-2023,C00309,R303,Semi-Urban,D1084,583,50,0,633,UPI,Delivered,30,5,0
O123354,13-09-2024,C03641,R175,Urban,D0292,396,50,100,346,UPI,Delivered,32,5,0
O123359,23-05-2024,C07892,R341,Urban,D0252,523,30,0,553,Card,Delivered,39,4,0
O123368,29-12-2025,C06554,R409,Semi-Urban,D0227,686,35,0,721,UPI,Delivered,35,5,1
O123379,04-07-2023,C01679,R206,Semi-Urban,D0305,258,50,0,308,Cash,Delivered,32,4,1
O123386,14-03-2025,C02128,R236,Semi-Urban,D0227,746,40,30,756,UPI,Delivered,38,4,1
O123389,07-08-2025,C06437,R485,Semi-Urban,D0138,671,30,150,551,Cash,Delivered,42,3,1
O123393,28-10-2025,C11836,R291,Urban,D0980,782,50,0,832,Card,Delivered,38,5,1
O123405,09-01-2025,C03420,R045,Urban,D0855,629,35,30,634,UPI,Delivered,39,4,0
O123429,28-09-2024,C00669,R485,Semi-Urban,D0937,737,30,0,767,UPI,Delivered,35,4,0
O123438,08-02-2025,C13659,R116,Metropolitan,D0399,502,35,75,462,UPI,Returned,33,4,0
O123441,02-02-2024,C18348,R519,Metropolitan,D0352,451,30,0,481,Wallet,Delivered,35,5,0
O123451,05-06-2024,C05254,R343,Metropolitan,D0963,641,40,50,631,Wallet,Delivered,44,5,0
O123473,03-01-2023,C02651,R002,Semi-Urban,D0854,404,30,0,434,Wallet,Delivered,35,3,0
O123483,25-06-2023,C12363,R080,Urban,D0950,308,30,0,338,Card,Delivered,39,4,0
O123499,21-06-2023,C18630,R186,Metropolitan,D0465,351,40,0,391,Wallet,Delivered,30,4,0
O123511,14-10-2024,C14130,R526,Urban,D0344,680,30,0,710,UPI,Delivered,38,4,1
O123512,21-09-2024,C11675,R332,Urban,D0885,353,50,0,403,UPI,Delivered,39,5,0
O123523,15-12-2023,C08380,R025,Metropolitan,D0336,267,30,0,297,UPI,Cancelled,25,4,1
O123524,23-07-2025,C05141,R426,Semi-Urban,D0268,518,30,20,528,UPI,Delivered,35,5,1
O123529,17-09-2025,C20982,R237,Metropolitan,D0510,560,40,0,600,Card,Cancelled,28,3,0
O123536,02-02-2023,C14765,R366,Metropolitan,D0297,401,50,100,351,UPI,Cancelled,36,5,0
O123544,01-07-2023,C05219,R151,Semi-Urban,D0854,830,30,0,860,UPI,Delivered,36,3,1
O123565,02-01-2024,C16105,R127,Metropolitan,D0887,548,35,0,583,UPI,Delivered,36,4,0
O123574,21-07-2024,C05922,R051,Urban,D0106,696,30,0,726,UPI,Delivered,38,5,1
O123585,04-01-2024,C11129,R177,Metropolitan,D0259,566,30,0,596,Card,Returned,42,5,0
O123599,13-08-2023,C00002,R464,Urban,D1078,428,35,0,463,UPI,Delivered,42,4,1
O123603,30-08-2024,C06335,R305,Semi-Urban,D1087,389,40,0,429,Card,Delivered,32,4,1
O123605,23-03-2024,C06754,R112,Urban,D0176,736,35,0,771,Wallet,Delivered,30,3,1
O123625,21-12-2025,C13847,R405,Urban,D0372,660,35,0,695,UPI,Delivered,33,4,1
O123633,10-09-2024,C20831,R487,Metropolitan,D0280,573,40,0,613,UPI,Delivered,30,5,0
O123635,30-05-2024,C21582,R050,Metropolitan,D0447,814,30,0,844,UPI,Delivered,26,5,0
O123637,07-07-2024,C07913,R520,Metropolitan,D0313,591,45,0,636,Wallet,Delivered,45,5,1
O123647,22-03-2023,C03193,R303,Semi-Urban,D1087,690,35,0,725,Card,Delivered,42,5,1
O123652,28-02-2023,C12726,R478,Metropolitan,D0894,584,40,0,624,UPI,Delivered,44,4,0
O123654,19-09-2023,C01492,R179,Semi-Urban,D0624,334,35,75,294,Card,Delivered,41,3,0
O123658,22-07-2024,C02259,R523,Semi-Urban,D0955,510,30,0,540,Cash,Delivered,28,4,1
O123686,30-10-2024,C01744,R107,Semi-Urban,D0412,438,35,0,473,Card,Delivered,38,5,1
O123728,09-04-2023,C12961,R208,Urban,D0370,596,35,30,601,UPI,Delivered,38,2,0
O123731,27-12-2025,C00582,R257,Semi-Urban,D0656,545,50,0,595,Card,Cancelled,33,5,1
O123738,21-06-2023,C05141,R179,Semi-Urban,D0820,420,50,0,470,UPI,Delivered,35,5,0
O123745,28-01-2025,C01435,R181,Semi-Urban,D0937,522,30,0,552,Wallet,Delivered,36,4,0
O123752,11-07-2024,C03309,R523,Semi-Urban,D0276,446,50,75,421,UPI,Delivered,35,3,1
O123762,09-07-2024,C11054,R354,Urban,D0832,485,30,0,515,Wallet,Delivered,36,4,1
O123766,08-01-2025,C02348,R076,Semi-Urban,D0664,727,35,0,762,UPI,Delivered,46,2,0
O123769,31-03-2025,C02295,R401,Urban,D0329,467,50,0,517,UPI,Delivered,42,4,1
O123773,27-03-2023,C06845,R518,Urban,D0133,351,35,75,311,Cash,Delivered,32,5,1
O123777,17-05-2024,C08403,R366,Metropolitan,D0455,588,30,0,618,UPI,Delivered,38,4,0
O123781,07-02-2025,C02435,R106,Urban,D0549,619,35,20,634,Cash,Delivered,34,4,0
O123824,27-08-2025,C06408,R394,Urban,D0560,844,30,0,874,UPI,Delivered,37,4,1
O123847,03-12-2023,C17598,R449,Urban,D0144,666,40,20,686,Wallet,Delivered,42,5,1
O123863,07-05-2024,C02989,R008,Urban,D0531,246,40,150,136,Card,Cancelled,36,5,0
O123871,23-05-2025,C03349,R293,Semi-Urban,D0613,649,30,0,679,Cash,Delivered,31,4,0
O123879,18-02-2025,C00841,R333,Metropolitan,D0168,653,50,150,553,Cash,Delivered,38,2,0
O123883,18-06-2023,C02512,R452,Urban,D0211,804,30,0,834,UPI,Delivered,28,4,0
O123895,20-02-2024,C21069,R035,Metropolitan,D0507,599,40,0,639,UPI,Delivered,36,4,0
O123899,22-09-2025,C14084,R301,Urban,D0332,471,30,0,501,Card,Delivered,34,5,0
O123903,05-01-2023,C03917,R236,Semi-Urban,D0854,306,30,0,336,UPI,Delivered,39,4,0
O123904,04-11-2023,C04178,R131,Semi-Urban,D0256,365,35,0,400,UPI,Delivered,38,5,1
O123911,03-10-2024,C01392,R093,Semi-Urban,D0424,794,30,0,824,Wallet,Delivered,25,4,1
O123915,21-09-2023,C08607,R160,Urban,D0406,676,40,150,566,Cash,Delivered,35,5,0
O123920,10-08-2024,C08291,R393,Metropolitan,D0810,244,40,0,284,Wallet,Cancelled,29,4,1
O123927,05-09-2025,C03128,R169,Metropolitan,D1025,606,30,0,636,Card,Delivered,38,5,0
O123938,30-07-2025,C01437,R286,Metropolitan,D0862,286,30,75,241,UPI,Delivered,30,4,1
O123945,11-10-2023,C03700,R526,Urban,D0759,522,40,150,412,Cash,Delivered,42,4,1
O123948,22-08-2024,C10619,R161,Metropolitan,D0786,413,40,0,453,Card,Delivered,35,4,1
O123976,10-09-2024,C12049,R087,Urban,D0636,200,35,0,235,Cash,Delivered,37,4,0
O123982,26-04-2024,C00485,R076,Semi-Urban,D0993,421,30,0,451,UPI,Delivered,33,5,0
O123983,11-08-2023,C07035,R452,Urban,D0449,604,35,0,639,UPI,Cancelled,46,5,1
O123991,04-09-2024,C07347,R402,Metropolitan,D0182,200,35,100,135,UPI,Delivered,41,3,0
O123992,23-06-2024,C09822,R428,Metropolitan,D0909,232,50,0,282,UPI,Delivered,25,5,0
O123995,01-04-2024,C00446,R239,Semi-Urban,D0412,572,40,0,612,Cash,Delivered,34,5,0
O124000,08-07-2025,C02198,R153,Urban,D0445,200,30,150,80,Card,Delivered,42,4,1
O124016,03-01-2025,C06494,R041,Semi-Urban,D0032,308,30,0,338,UPI,Delivered,36,5,0
O124020,18-06-2025,C07601,R348,Metropolitan,D1091,500,35,0,535,UPI,Delivered,37,3,0
O124021,28-01-2024,C03544,R059,Semi-Urban,D1084,468,35,100,403,UPI,Delivered,32,4,0
O124024,05-02-2025,C00679,R150,Urban,D0225,634,30,0,664,Cash,Delivered,28,4,0
O124032,05-02-2025,C03960,R505,Urban,D0662,586,40,0,626,Card,Delivered,37,5,0
O124042,12-03-2023,C00853,R312,Semi-Urban,D0792,298,35,0,333,Card,Delivered,36,5,1
O124043,19-04-2025,C17126,R532,Urban,D0586,200,35,0,235,UPI,Delivered,36,5,0
O124045,23-11-2025,C21541,R462,Urban,D0620,424,30,0,454,Card,Delivered,34,5,1
O124055,27-12-2023,C00136,R285,Metropolitan,D0271,732,35,100,667,Wallet,Delivered,33,4,1
O124070,07-01-2025,C07990,R385,Urban,D0471,629,40,20,649,Card,Delivered,35,2,0
O124087,29-04-2025,C02993,R527,Urban,D0560,362,40,50,352,Card,Delivered,36,5,0
O124088,02-06-2024,C12522,R018,Metropolitan,D0165,728,35,30,733,Wallet,Delivered,32,1,0
O124093,15-03-2025,C11479,R482,Metropolitan,D0054,411,35,0,446,UPI,Delivered,25,4,1
O124095,16-09-2025,C06447,R368,Urban,D0748,552,30,0,582,UPI,Delivered,25,4,0
O124108,14-06-2025,C21962,R271,Metropolitan,D0140,366,30,0,396,UPI,Delivered,44,2,0
O124114,10-08-2023,C01764,R117,Semi-Urban,D0716,242,35,20,257,UPI,Delivered,33,4,1
O124120,16-11-2024,C03800,R530,Metropolitan,D0810,420,30,150,300,UPI,Delivered,32,5,1
O124149,21-10-2024,C13577,R280,Urban,D0194,255,30,0,285,UPI,Delivered,40,3,1
O124176,18-09-2025,C18773,R437,Metropolitan,D0961,200,40,0,240,UPI,Delivered,26,5,0
O124181,27-01-2023,C11348,R508,Urban,D0218,422,35,0,457,Cash,Delivered,44,4,0
O124183,21-07-2024,C04705,R516,Semi-Urban,D0614,566,35,0,601,UPI,Delivered,38,4,1
O124189,19-11-2023,C14371,R288,Metropolitan,D0226,764,30,0,794,UPI,Delivered,32,5,1
O124220,03-01-2023,C06925,R115,Metropolitan,D0887,502,35,0,537,UPI,Delivered,27,5,0
O124230,22-08-2024,C01560,R350,Urban,D1013,695,35,0,730,Card,Delivered,36,5,1
O124246,13-05-2025,C06689,R338,Metropolitan,D0663,507,35,0,542,UPI,Delivered,41,5,0
O124282,01-10-2025,C03556,R533,Semi-Urban,D0442,680,35,0,715,Card,Delivered,44,3,1
O124293,28-06-2024,C00787,R451,Semi-Urban,D0432,683,35,0,718,UPI,Delivered,36,5,0
O124317,17-11-2025,C10797,R158,Urban,D0436,491,30,0,521,Card,Delivered,31,3,1
O124318,13-09-2024,C14210,R302,Urban,D0261,675,35,0,710,UPI,Delivered,35,5,0
O124325,04-05-2024,C05045,R483,Metropolitan,D0876,569,35,0,604,UPI,Delivered,35,5,0
O124330,18-12-2025,C01489,R228,Urban,D0325,648,30,0,678,Wallet,Delivered,35,3,1
O124340,15-08-2025,C01400,R523,Semi-Urban,D0501,671,40,30,681,Cash,Delivered,31,4,1
O124343,21-08-2023,C13091,R037,Metropolitan,D0647,598,30,0,628,Cash,Delivered,31,4,1
O124359,23-11-2025,C03748,R377,Metropolitan,D0976,602,35,0,637,UPI,Delivered,37,4,1
O124364,03-02-2024,C00611,R234,Semi-Urban,D1024,548,30,0,578,UPI,Delivered,37,4,0
O124379,20-10-2023,C13164,R369,Metropolitan,D0127,550,40,0,590,Card,Delivered,35,4,1
O124390,27-12-2025,C15204,R261,Metropolitan,D0647,450,35,0,485,UPI,Delivered,30,2,1
O124420,07-11-2024,C01217,R451,Semi-Urban,D0868,614,35,50,599,UPI,Delivered,36,3,1
O124434,12-06-2024,C13859,R214,Metropolitan,D0541,281,30,0,311,Card,Delivered,37,4,0
O124435,03-07-2025,C09413,R477,Urban,D0694,367,50,0,417,UPI,Delivered,42,3,1
O124447,12-03-2023,C02772,R305,Semi-Urban,D0305,362,35,0,397,UPI,Delivered,40,5,1
O124459,22-04-2025,C06073,R265,Urban,D0202,472,30,30,472,Card,Delivered,34,3,0
O124470,26-08-2023,C03553,R303,Semi-Urban,D0257,666,30,50,646,Card,Cancelled,42,4,1
O124501,18-07-2023,C04161,R076,Semi-Urban,D0305,628,35,0,663,UPI,Delivered,41,4,1
O124504,09-04-2023,C03065,R167,Urban,D0518,417,50,0,467,UPI,Delivered,43,4,0
O124505,13-07-2023,C02479,R533,Semi-Urban,D1084,429,35,0,464,Card,Delivered,32,5,1
O124516,31-05-2025,C00319,R017,Urban,D0096,519,35,0,554,UPI,Delivered,37,5,0
O124525,18-01-2024,C10634,R129,Metropolitan,D0271,427,40,0,467,UPI,Delivered,34,5,0
